,RAW DATA,,,,,
836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.40,Intermediate,"6,400.00"
837,Instructional Methods in Health Professions Education,University of Michigan,COURSE,4.60,Intermediate,"9,700.00"
838,Actualización en el manejo del paciente con diabetes mellitus tipo 2,Universidad Nacional Autónoma de México,COURSE,4.80,Mixed,"23,000.00"
839,Legal Tech & Startups,IE Business School,COURSE,4.50,Intermediate,"7,200.00"
840,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",COURSE,4.70,Mixed,"48,000.00"
841,Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.90,Intermediate,"41,000.00"
842,Networking and Security Architecture with VMware NSX,VMware,COURSE,4.80,Intermediate,"17,000.00"
843,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,COURSE,4.60,Mixed,"29,000.00"
844,Introduction aux Droits de l’Homme,University of Geneva,COURSE,4.80,Mixed,"46,000.00"
845,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,COURSE,4.80,Mixed,"46,000.00"
846,Agile и Scrum в работе над проектами и продуктами,ScrumTrek,COURSE,4.90,Beginner,"12,000.00"
847,Estadística y probabilidad,Universidad Nacional Autónoma de México,COURSE,4.70,Beginner,"27,000.00"
848,Classical Sociological Theory,University of Amsterdam,COURSE,4.80,Mixed,"51,000.00"
849,Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,COURSE,4.70,Intermediate,"36,000.00"
850,Introduction to Game Development,Michigan State University,COURSE,4.80,Mixed,"79,000.00"
851,Formulación y evaluación de proyectos complejos,Universidad de los Andes,COURSE,4.90,Intermediate,"4,400.00"
852,Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,COURSE,4.40,Mixed,"57,000.00"
853,Age of Cathedrals,Yale University,COURSE,4.70,Beginner,"21,000.00"
854,Cost and Economics in Pricing Strategy,University of Virginia,COURSE,4.80,Beginner,"15,000.00"
855,Digital Business Models,Lund University,COURSE,4.50,Beginner,"21,000.00"
856,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",(ISC)²,COURSE,4.90,Beginner,"1,700.00"
857,Fundamentos Estratégicos Empresariales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.60,Beginner,"56,000.00"
858,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.70,Beginner,"25,000.00"
859,Software Processes and Agile Practices,University of Alberta,COURSE,4.70,Mixed,"60,000.00"
860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.50,Mixed,"12,000.00"
861,AWS Fundamentals: Building Serverless Applications,Amazon Web Services,COURSE,4.70,Beginner,"27,000.00"
862,Introduction to Big Data,University of California San Diego,COURSE,4.60,Mixed,"160,000.00"
863,Front-End Web Development with React,The Hong Kong University of Science and Technology,COURSE,4.70,Intermediate,"45,000.00"
864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.80,Mixed,"7,200.00"
865,Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.50,Intermediate,"6,100.00"
866,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.90,Beginner,"120,000.00"
867,Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,COURSE,4.70,Beginner,"22,000.00"
868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.60,Beginner,"7,200.00"
869,Python Classes and Inheritance,University of Michigan,COURSE,4.70,Intermediate,"21,000.00"
870,Electric Industry Operations and Markets,Duke University,COURSE,4.80,Beginner,"12,000.00"
871,Data and Health Indicators in Public Health Practice,Johns Hopkins University,COURSE,4.70,Beginner,"18,000.00"
872,Particle Physics: an Introduction,University of Geneva,COURSE,4.50,Mixed,"42,000.00"
873,Mathematics for Machine Learning: PCA,Imperial College London,COURSE,4.00,Intermediate,"33,000.00"
874,A Crash Course in Data Science,Johns Hopkins University,COURSE,4.50,Mixed,"130,000.00"
875,Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.60,Intermediate,"9,800.00"
876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.60,Mixed,"16,000.00"
877,Aspectos básicos de la planificación y la gestión de proyectos,University of Virginia,COURSE,4.90,Beginner,"10,000.00"
878,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.60,Mixed,"42,000.00"
879,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.80,Beginner,"46,000.00"
880,Explorando la Energía Sustentable,Pontificia Universidad Católica de Chile,COURSE,4.80,Beginner,"28,000.00"
881,Evaluación educativa,Universidad Nacional Autónoma de México,SPECIALIZATION,4.80,Beginner,"13,000.00"
882,University Teaching,The University of Hong Kong,COURSE,4.80,Beginner,"9,500.00"
883,Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.80,Mixed,"21,000.00"
884,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,COURSE,4.60,Intermediate,"5,800.00"
885,Autodesk CAD/CAM for Manufacturing,Autodesk,SPECIALIZATION,4.80,Intermediate,"7,300.00"
886,Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.40,Intermediate,"11,000.00"
887,Object-Oriented Design,University of Alberta,COURSE,4.70,Intermediate,"33,000.00"
888,Aprende a programar con Python,Universidad Austral,SPECIALIZATION,4.20,Beginner,"6,600.00"
889,Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.70,Intermediate,"45,000.00"
890,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,University of Colorado Boulder,COURSE,4.90,Beginner,"6,400.00"
